sub,trl,cpos,cdur,resp,rt,type,d1,d2,correct,c_s,inCm,UCL
14,30,2,500,1,1213,3,500,500,0,NA,empty,NA
14,627,2,560,2,1225,2,500,560,1,0.7193108555382256,FALSE,0.5531660142900761
14,12,2,520,1,1251,2,500,520,0,0.7121177469828434,FALSE,0.5531660158041796
14,187,2,440,1,1269,1,500,440,1,0.7149965695130149,FALSE,0.5531660172881524
14,313,2,580,2,1272,2,500,580,1,0.7178466038178848,FALSE,0.5531660187425941
14,235,2,440,2,1283,1,500,440,0,0.7106681377797059,FALSE,0.5531660201680924
14,163,2,540,2,1284,2,500,540,1,0.7135614564019089,FALSE,0.5531660215652231
14,211,2,560,1,1288,2,500,560,0,0.7064258418378898,FALSE,0.553166022934551
14,283,2,580,1,1293,2,500,580,0,0.6993615834195109,FALSE,0.5531660242766292
14,183,2,540,1,1312,2,500,540,0,0.6923679675853158,FALSE,0.553166025592
14,304,2,500,1,1313,3,500,500,0,NA,empty,NA
14,326,2,600,2,1317,2,500,600,1,0.6954442879094627,FALSE,0.5531660281447348
14,167,2,420,1,1352,1,500,420,1,0.698489845030368,FALSE,0.5531660293831303
14,321,2,480,1,1356,1,500,480,1,0.7015049465800643,FALSE,0.5531660305968816
14,345,2,580,1,1369,2,500,580,0,0.6944898971142637,FALSE,0.5531660317864793
14,641,2,540,2,1375,2,500,540,1,0.6975449981431211,FALSE,0.5531660329524039
14,579,2,460,2,1385,1,500,460,0,0.6905695481616899,FALSE,0.5531660340951265
14,94,2,460,1,1440,1,500,460,1,0.693663852680073,FALSE,0.5531660352151091
14,97,2,500,2,1457,3,500,500,0,NA,empty,NA
14,206,2,400,1,1791,1,500,400,1,0.6967272141532723,FALSE,0.5531660373886547
14,437,2,440,2,1880,1,500,440,0,0.6897599420117396,FALSE,0.5531660384430959
14,193,2,400,1,1930,1,500,400,1,0.6928623425916223,FALSE,0.5531660394765536
15,367,2,520,2,103,2,500,520,1,0.5432413762581797,FALSE,0.5216279654700459
15,414,2,500,2,104,3,500,500,0,NA,empty,NA
15,169,2,560,2,110,2,500,560,1,0.5478089624955979,FALSE,0.5236794753889293
15,475,2,540,2,115,2,500,540,1,0.5523308728706419,FALSE,0.5246131931158166
15,451,2,600,2,116,2,500,600,1,0.5568075641419354,FALSE,0.5254951695577199
15,467,2,560,2,118,2,500,560,1,0.5612394885005161,FALSE,0.5263309437303039
15,354,2,600,2,122,2,500,600,1,0.5656270936155109,FALSE,0.5271251093570815
15,470,2,600,2,124,2,500,600,1,0.5699708226793558,FALSE,0.5278815297936953
15,642,2,560,2,124,2,500,560,1,0.5742711144525623,FALSE,0.5286034936246318
15,370,2,600,2,128,2,500,600,1,0.5785284033080367,FALSE,0.5292938298378416
15,204,2,540,2,130,2,500,540,1,0.5827431192749564,FALSE,0.5299549947435099
15,658,2,540,2,132,2,500,540,1,0.5869156880822068,FALSE,0.5305891386942005
15,339,2,560,2,134,2,500,560,1,0.5910465312013847,FALSE,0.5311981580782037
15,513,2,600,2,138,2,500,600,1,0.5951360658893708,FALSE,0.5317837363856089
15,613,2,560,2,141,2,500,560,1,0.5991847052304772,FALSE,0.5323473770381332
15,416,2,600,2,145,2,500,600,1,0.6031928581781724,FALSE,0.5328904299227347
15,654,2,560,2,146,2,500,560,1,0.6071609295963907,FALSE,0.5334141130501818
15,258,2,460,2,148,1,500,460,0,0.6010893203004267,FALSE,0.5339195303948451
15,522,2,500,2,149,3,500,500,0,NA,empty,NA
15,646,2,520,2,149,2,500,520,1,0.6050784270974224,FALSE,0.5348794999335003
15,234,2,540,2,151,2,500,540,1,0.6090276428264482,FALSE,0.5353358116257485
15,349,2,580,2,153,2,500,580,1,0.6129373663981836,FALSE,0.535777395846312
15,299,2,600,2,154,2,500,600,1,0.6168079927342018,FALSE,0.5362049667128446
15,644,2,520,2,154,2,500,520,1,0.6206399128068598,FALSE,0.5366191848946162
15,616,2,500,2,156,3,500,500,0,NA,empty,NA
15,170,2,560,2,157,2,500,560,1,0.6244335136787912,FALSE,0.5374099714999155
15,420,2,540,2,157,2,500,540,1,0.6281891785420033,FALSE,0.5377876408216862
15,473,2,600,2,158,2,500,600,1,0.6319072867565833,FALSE,0.538154167183563
15,526,2,520,2,158,2,500,520,1,0.6355882138890174,FALSE,0.5385100147760189
15,557,2,600,2,158,2,500,600,1,0.6392323317501273,FALSE,0.538855618839648
15,426,2,600,2,161,2,500,600,1,0.642840008432626,FALSE,0.5391913881996455
15,640,2,560,2,163,2,500,560,1,0.6464116083482998,FALSE,0.5395177075160733
15,386,2,580,2,165,2,500,580,1,0.6499474922648169,FALSE,0.5398349392882696
15,509,2,580,2,166,2,500,580,1,0.6534480173421687,FALSE,0.5401434256457633
15,237,2,560,2,167,2,500,560,1,0.656913537168747,FALSE,0.5404434899531142
15,266,2,600,2,168,2,500,600,1,0.6603444017970596,FALSE,0.5407354382520166
15,576,2,540,2,168,2,500,540,1,0.6637409577790889,FALSE,0.541019560560605
15,262,2,520,2,169,2,500,520,1,0.667103548201298,FALSE,0.541296132047061
15,418,2,520,2,169,2,500,520,1,0.6704325127192851,FALSE,0.5415654140922418
15,645,2,600,2,169,2,500,600,1,0.6737281875920922,FALSE,0.5418276552540446
15,544,2,440,2,170,1,500,440,0,0.6669909057161713,FALSE,0.5420830921445251
15,250,2,600,2,171,2,500,600,1,0.6703209966590096,FALSE,0.5423319502293498
15,323,2,600,2,172,2,500,600,1,0.6736177866924195,FALSE,0.5425744445579359
15,592,2,500,2,176,3,500,500,0,NA,empty,NA
15,602,2,540,2,179,2,500,540,1,0.6768816088254953,FALSE,0.5430411540160143
15,653,2,540,2,180,2,500,540,1,0.6801127927372403,FALSE,0.5432657529039258
15,172,2,580,2,181,2,500,580,1,0.6833116648098679,FALSE,0.5434847566325732
15,476,2,580,2,181,2,500,580,1,0.6864785481617692,FALSE,0.5436983371607225
15,497,2,580,2,181,2,500,580,1,0.6896137626801515,FALSE,0.5439066593088906
15,336,2,600,2,183,2,500,600,1,0.69271762505335,FALSE,0.5441098811663194
15,609,2,520,2,183,2,500,520,1,0.6957904488028165,FALSE,0.5443081544677538
15,319,2,540,2,186,2,500,540,1,0.6988325443147884,FALSE,0.5445016249427681
15,120,2,600,2,192,2,500,600,1,0.7018442188716405,FALSE,0.5446904326400867
15,226,2,580,2,194,2,500,580,1,0.7048257766829241,FALSE,0.5448747122290931
15,278,2,460,2,194,1,500,460,0,0.6977775189160949,FALSE,0.5450545932804948
15,577,2,600,2,194,2,500,600,1,0.7007997437269339,FALSE,0.54523020052791
15,175,2,400,2,195,1,500,400,0,0.6937917462896646,FALSE,0.5454016541119707
15,311,2,520,2,196,2,500,520,1,0.6968538288267679,FALSE,0.5455690698083753
15,449,2,600,2,196,2,500,600,1,0.6998852905385002,FALSE,0.5457325592411894
15,407,2,540,2,197,2,500,540,1,0.7028864376331152,FALSE,0.5458922300825683
15,350,2,500,2,198,3,500,500,0,NA,empty,NA
15,48,2,600,2,200,2,500,600,1,0.705857573256784,FALSE,0.5462005280317914
15,479,2,480,2,200,1,500,480,0,0.6987989975242161,FALSE,0.5463493523524015
15,506,2,500,2,200,3,500,500,0,NA,empty,NA
15,543,2,520,2,200,2,500,520,1,0.701811007548974,FALSE,0.5466368199586811
15,558,2,600,2,200,2,500,600,1,0.7047928974734843,FALSE,0.5467756412637909
15,564,2,540,2,200,2,500,540,1,0.7077449684987495,FALSE,0.5469113014036878
15,515,2,520,2,201,2,500,520,1,0.710667518813762,FALSE,0.5470438823059899
15,109,2,460,2,202,1,500,460,0,0.7035608436256243,FALSE,0.5471734632802985
15,435,2,480,2,203,1,500,480,0,0.696525235189368,FALSE,0.5473001211273746
15,552,2,460,2,203,1,500,460,0,0.6895599828374743,FALSE,0.5474239302424091
15,528,2,520,2,204,2,500,520,1,0.6926643830090996,FALSE,0.547544962712785
15,617,2,520,2,204,2,500,520,1,0.6957377391790086,FALSE,0.5476632884106925
15,399,2,560,2,208,2,500,560,1,0.6987803617872185,FALSE,0.5477789750809353
15,540,2,580,2,208,2,500,580,1,0.7017925581693463,FALSE,0.5478920884242369
15,643,2,560,2,208,2,500,560,1,0.7047746325876528,FALSE,0.548002692176331
15,5,2,600,2,209,2,500,600,1,0.7077268862617763,FALSE,0.5481108481831042
15,42,2,600,2,210,2,500,600,1,0.7106496173991586,FALSE,0.548216616472032
15,310,2,560,2,210,2,500,560,1,0.7135431212251669,FALSE,0.5483200553201382
15,583,2,520,2,210,2,500,520,1,0.7164076900129153,FALSE,0.5484212213186843
15,542,2,540,1,211,2,500,540,0,0.709243613112786,FALSE,0.5485201694347881
15,531,2,480,2,213,1,500,480,0,0.7021511769816582,FALSE,0.5486169530701496
15,369,2,580,2,214,2,500,580,1,0.7051296652118416,FALSE,0.5487116241170545
15,210,2,540,2,216,2,500,540,1,0.7080783685597232,FALSE,0.5488042330118116
15,357,2,560,2,216,2,500,560,1,0.7109975848741259,FALSE,0.54889482878577
15,245,2,580,2,217,2,500,580,1,0.7138876090253846,FALSE,0.5489834591140537
15,338,2,580,2,217,2,500,580,1,0.7167487329351308,FALSE,0.5490701703621383
15,656,2,560,2,218,2,500,560,1,0.7195812456057794,FALSE,0.5491550076303914
15,492,2,560,2,220,2,500,560,1,0.7223854331497216,FALSE,0.549238014796684
15,136,2,600,2,223,2,500,600,1,0.7251615788182244,FALSE,0.5493192345571808
15,270,2,560,2,223,2,500,560,1,0.7279099630300422,FALSE,0.5493987084654024
15,565,2,500,2,223,3,500,500,0,NA,empty,NA
15,108,2,520,2,224,2,500,520,1,0.7306308633997418,FALSE,0.5495525794488983
15,443,2,580,2,224,2,500,580,1,0.7333245547657444,FALSE,0.5496270542471705
15,466,2,600,2,224,2,500,600,1,0.735991309218087,FALSE,0.5496999387065808
15,502,2,580,2,224,2,500,580,1,0.7386313961259061,FALSE,0.5497712691990055
15,603,2,560,2,224,2,500,560,1,0.741245082164647,FALSE,0.5498410811565123
15,70,2,540,2,225,2,500,540,1,0.7438326313430006,FALSE,0.5499094091005908
15,134,2,600,2,225,2,500,600,1,0.7463943050295706,FALSE,0.549976286670244
15,259,2,560,2,226,2,500,560,1,0.7489303619792749,FALSE,0.5500417466489971
15,409,2,480,1,226,1,500,480,1,0.7514410583594822,FALSE,0.5501058209908742
15,308,2,560,2,227,2,500,560,1,0.7539266477758874,FALSE,0.550168540845393
15,191,2,600,2,228,2,500,600,1,0.7563873812981284,FALSE,0.5502299365816223
15,375,2,520,2,228,2,500,520,1,0.7588235074851472,FALSE,0.5502900378113481
15,511,2,560,2,228,2,500,560,1,0.7612352724102956,FALSE,0.5503488734113862
15,480,2,460,1,229,1,500,460,1,0.7636229196861927,FALSE,0.5504064715450829
15,284,2,580,2,230,2,500,580,1,0.7659866904893308,FALSE,0.5504628596830393
15,32,2,560,2,232,2,500,560,1,0.7683268235844375,FALSE,0.5505180646230935
15,304,2,500,2,232,3,500,500,0,NA,empty,NA
15,207,2,600,2,233,2,500,600,1,0.7706435553485931,FALSE,0.5506250288519999
15,231,2,580,2,233,2,500,580,1,0.7729371197951072,FALSE,0.5506768385428209
15,455,2,560,2,233,2,500,560,1,0.7752077485971561,FALSE,0.5507275658749531
15,133,2,580,2,234,2,500,580,1,0.7774556711111845,FALSE,0.5507772345584092
15,496,2,520,2,234,2,500,520,1,0.7796811144000727,FALSE,0.5508258677364849
15,113,2,580,2,235,2,500,580,1,0.7818843032560719,FALSE,0.5508734880013788
15,321,2,560,2,235,2,500,560,1,0.7840654602235112,FALSE,0.5509201174092917
15,216,2,480,2,236,1,500,480,0,0.776224805621276,FALSE,0.5509657774950233
15,43,2,600,2,237,2,500,600,1,0.7784625575650633,FALSE,0.5510104892860904
15,348,2,440,1,237,1,500,440,1,0.7806779319894127,FALSE,0.551054273316383
15,517,2,500,2,237,3,500,500,0,NA,empty,NA
15,181,2,560,2,238,2,500,560,1,0.7828711526695186,FALSE,0.5511391378409316
15,534,2,460,2,239,1,500,460,0,0.7750424411428234,FALSE,0.5511802570516545
15,482,2,580,2,240,2,500,580,1,0.7772920167313951,FALSE,0.5512205259589078
15,283,2,600,2,241,2,500,600,1,0.7795190965640811,FALSE,0.5512599628184118
15,351,2,580,2,241,2,500,580,1,0.7817239055984403,FALSE,0.5512985854654967
15,456,2,520,2,241,2,500,520,1,0.7839066665424559,FALSE,0.5513364113260046
15,313,2,520,1,242,2,500,520,0,0.7760675998770313,FALSE,0.5513734574268547
15,429,2,600,2,242,2,500,600,1,0.7783069238782611,FALSE,0.5514097404062877
15,190,2,560,2,243,2,500,560,1,0.7805238546394785,FALSE,0.5514452765237967
15,253,2,540,2,243,2,500,540,1,0.7827186160930837,FALSE,0.551480081669762
15,288,2,600,2,243,2,500,600,1,0.7848914299321529,FALSE,0.5515141713747949
15,269,2,580,2,244,2,500,580,1,0.7870425156328313,FALSE,0.5515475608188045
15,481,2,480,2,244,1,500,480,0,0.779172090476503,FALSE,0.5515802648397972
15,607,2,560,2,245,2,500,560,1,0.7813803695717381,FALSE,0.5516122979424172
15,454,2,540,2,246,2,500,540,1,0.7835665658760207,FALSE,0.5516436743062381
15,102,2,560,2,247,2,500,560,1,0.7857309002172604,FALSE,0.5516744077938142
15,251,2,560,2,247,2,500,560,1,0.7878735912150878,FALSE,0.5517045119584999
15,126,2,480,2,248,1,500,480,0,0.7799948553029369,FALSE,0.5517340000520452
15,468,2,520,2,248,2,500,520,1,0.7821949067499075,FALSE,0.5517628850319749
15,536,2,560,2,248,2,500,560,1,0.7843729576824084,FALSE,0.5517911795687592
15,610,2,540,2,248,2,500,540,1,0.7865292281055843,FALSE,0.5518188960527828
15,655,2,600,2,248,2,500,600,1,0.7886639358245285,FALSE,0.5518460466011184
15,337,2,560,2,251,2,500,560,1,0.7907772964662833,FALSE,0.5518726430641128
15,469,2,480,2,251,1,500,480,0,0.7828695235016204,FALSE,0.5518986970317903
15,123,2,540,2,252,2,500,540,1,0.7850408282666043,FALSE,0.55192421984008
15,490,2,600,2,252,2,500,600,1,0.7871904199839382,FALSE,0.5519492225768735
15,185,2,600,2,253,2,500,600,1,0.7893185157840988,FALSE,0.5519737160879165
15,174,2,580,2,254,2,500,580,1,0.7914253306262579,FALSE,0.5519977109825422
15,306,2,480,2,254,1,500,480,0,0.7835110773199953,FALSE,0.5520212176392505
15,625,2,480,2,254,1,500,480,0,0.7756759665467953,FALSE,0.5520442462111358
15,20,2,600,2,259,2,500,600,1,0.7779192068813273,FALSE,0.5520668066311732
15,472,2,500,2,259,3,500,500,0,NA,empty,NA
15,129,2,520,2,260,2,500,520,1,0.780140014812514,FALSE,0.5521105616777351
15,434,2,480,2,261,1,500,480,0,0.7723386146643889,FALSE,0.5521317751152356
15,533,2,460,1,261,1,500,460,1,0.774615228517745,FALSE,0.5521525580324671
15,512,2,540,2,262,2,500,540,1,0.7768690762325675,FALSE,0.5521729193363203
15,452,2,500,2,265,3,500,500,0,NA,empty,NA
15,614,2,520,2,266,2,500,520,1,0.7791003854702419,FALSE,0.5522124117798111
15,634,2,600,2,267,2,500,600,1,0.7813093816155394,FALSE,0.5522315597946457
15,419,2,520,2,268,2,500,520,1,0.7834962877993841,FALSE,0.5522503199549426
15,145,2,440,2,270,1,500,440,0,0.7756613249213902,FALSE,0.5522687002543543
15,442,2,500,2,270,3,500,500,0,NA,empty,NA
15,329,2,540,2,271,2,500,540,1,0.7779047116721762,FALSE,0.5523043523972545
15,608,2,440,1,272,1,500,440,1,0.7801256645554545,FALSE,0.5523216393916536
15,384,2,560,2,273,2,500,560,1,0.7823244079099,FALSE,0.55233857683442
15,465,2,520,2,273,2,500,520,1,0.784501163830801,FALSE,0.5523551719051131
15,103,2,600,2,275,2,500,600,1,0.7866561521924931,FALSE,0.5523714316313024
15,320,2,460,1,276,1,500,460,1,0.7887895906705682,FALSE,0.552387362891971
15,491,2,580,2,276,2,500,580,1,0.7909016947638625,FALSE,0.5524029724208335
15,205,2,500,2,278,3,500,500,0,NA,empty,NA
15,500,2,500,2,278,3,500,500,0,NA,empty,NA
15,477,2,540,2,279,2,500,540,1,0.7929926778162238,FALSE,0.5524479358421481
15,541,2,460,1,279,1,500,460,1,0.7950627510380616,FALSE,0.5524623229872396
15,243,2,400,1,281,1,500,400,1,0.7971121235276809,FALSE,0.5524764200006672
15,378,2,580,2,281,2,500,580,1,0.7991410022924041,FALSE,0.5524902328098314
15,121,2,400,1,282,1,500,400,1,0.8011495922694801,FALSE,0.552503767217941
15,218,2,580,2,282,2,500,580,1,0.8031380963467853,FALSE,0.5525170289067407
15,368,2,460,1,282,1,500,460,1,0.8051067153833175,FALSE,0.5525300234391736
15,548,2,600,2,282,2,500,600,1,0.8070556482294843,FALSE,0.5525427562619812
15,612,2,540,2,283,2,500,540,1,0.8089850917471895,FALSE,0.5525552327082415
15,365,2,500,2,284,3,500,500,0,NA,empty,NA
15,621,2,400,1,284,1,500,400,1,0.8108952408297175,FALSE,0.5525794372499204
15,317,2,540,2,285,2,500,540,1,0.8127862884214203,FALSE,0.5525911754651871
15,556,2,600,2,285,2,500,600,1,0.8146584255372061,FALSE,0.552602677548273
15,415,2,560,2,286,2,500,560,1,0.8165118412818341,FALSE,0.5526139482999627
15,200,2,560,2,288,2,500,560,1,0.8183467228690158,FALSE,0.5526249924214008
15,255,2,600,2,288,2,500,600,1,0.8201632556403257,FALSE,0.5526358145162416
15,547,2,540,2,289,2,500,540,1,0.8219616230839224,FALSE,0.5526464190927494
15,555,2,580,2,289,2,500,580,1,0.8237420068530832,FALSE,0.5526568105658513
15,104,2,600,2,290,2,500,600,1,0.8255045867845524,FALSE,0.5526669932591417
15,209,2,480,1,290,1,500,480,1,0.8272495409167069,FALSE,0.5526769714068416
15,114,2,520,2,291,2,500,520,1,0.8289770455075398,FALSE,0.552686749155712
15,342,2,440,2,291,1,500,440,0,0.8206872750524644,FALSE,0.552696330566925
15,507,2,540,2,291,2,500,540,1,0.8224804023019398,FALSE,0.5527057196178915
15,107,2,580,2,292,2,500,580,1,0.8242555982789204,FALSE,0.552714920204047
15,652,2,440,1,294,1,500,440,1,0.8260130422961312,FALSE,0.5527239361405981
15,596,2,500,2,295,3,500,500,0,NA,empty,NA
15,195,2,540,2,297,2,500,540,1,0.8277529118731698,FALSE,0.5527414289347683
15,589,2,460,1,297,1,500,460,1,0.8294753827544381,FALSE,0.5527499130368212
15,326,2,520,2,298,2,500,520,1,0.8311806289268937,FALSE,0.5527582269813618
15,347,2,480,2,298,1,500,480,0,0.8228688226376247,FALSE,0.5527663742072921
15,606,2,400,1,298,1,500,400,1,0.8246401344112485,FALSE,0.5527743580829648
15,611,2,600,2,298,2,500,600,1,0.826393733067136,FALSE,0.5527821819076734
15,157,2,440,1,299,1,500,440,1,0.8281297957364647,FALSE,0.5527898489131076
15,464,2,540,1,299,2,500,540,0,0.8198484977791001,FALSE,0.5527973622647777
15,519,2,560,2,299,2,500,560,1,0.8216500128013091,FALSE,0.5528047250634072
15,600,2,520,2,299,2,500,520,1,0.823433512673296,FALSE,0.5528119403462937
15,636,2,560,2,299,2,500,560,1,0.825199177546563,FALSE,0.5528190110886411
15,293,2,500,2,300,3,500,500,0,NA,empty,NA
15,380,2,420,2,300,1,500,420,0,0.8169471857710974,FALSE,0.5528327305498485
15,24,2,560,2,301,2,500,560,1,0.8187777139133864,FALSE,0.5528393849202238
15,569,2,400,1,301,1,500,400,1,0.8205899367742525,FALSE,0.5528459060555545
15,334,2,540,1,302,2,500,540,0,0.81238403740651,FALSE,0.5528522966395456
15,498,2,580,2,303,2,500,580,1,0.8142601970324449,FALSE,0.5528585593012053
15,223,2,500,2,305,3,500,500,0,NA,empty,NA
15,260,2,400,1,305,1,500,400,1,0.8161175950621204,FALSE,0.5528707111068976
15,398,2,500,2,305,3,500,500,0,NA,empty,NA
15,431,2,500,2,305,3,500,500,0,NA,empty,NA
15,578,2,520,2,306,2,500,520,1,0.8179564191114993,FALSE,0.5528880421026774
15,186,2,580,2,309,2,500,580,1,0.8197768549203843,FALSE,0.5528935895171165
15,374,2,420,1,309,1,500,420,1,0.8215790863711805,FALSE,0.5528990259735123
15,176,2,580,2,310,2,500,580,1,0.8233632955074687,FALSE,0.5529043537023399
15,222,2,480,1,310,1,500,480,1,0.825129662552394,FALSE,0.552909574888796
15,486,2,580,1,310,2,500,580,0,0.81687836592687,FALSE,0.5529146916737341
15,217,2,500,2,311,3,500,500,0,NA,empty,NA
15,124,2,560,2,312,2,500,560,1,0.8187095822676014,FALSE,0.552924620386239
15,125,2,520,2,312,2,500,520,1,0.8205224864449253,FALSE,0.5529294363819535
15,318,2,400,1,312,1,500,400,1,0.822317261580476,FALSE,0.5529341561141822
15,660,2,600,2,312,2,500,600,1,0.8240940889646713,FALSE,0.5529387815154311
15,238,2,440,1,314,1,500,440,1,0.8258531480750245,FALSE,0.5529433144790785
15,346,2,400,1,315,1,500,400,1,0.8275946165942742,FALSE,0.5529477568601806
15,575,2,520,1,316,2,500,520,0,0.8193186704283315,FALSE,0.5529521104762591
15,362,2,540,2,317,2,500,540,1,0.8211254837240481,FALSE,0.552956377108074
15,212,2,540,2,318,2,500,540,1,0.8229142288868077,FALSE,0.5529605585003777
15,141,2,440,1,320,1,500,440,1,0.8246850865979396,FALSE,0.5529646563626553
15,297,2,420,1,320,1,500,420,1,0.8264382357319602,FALSE,0.5529686723698475
15,332,2,440,1,321,1,500,440,1,0.8281738533746406,FALSE,0.5529726081630594
15,77,2,520,2,322,2,500,520,1,0.8298921148408942,FALSE,0.5529764653502538
15,595,2,440,1,322,1,500,440,1,0.8315931936924853,FALSE,0.5529802455069303
15,423,2,560,2,323,2,500,560,1,0.8332772617555605,FALSE,0.5529839501767895
15,474,2,520,1,324,2,500,520,0,0.8249444891380049,FALSE,0.5529875808723839
15,450,2,400,1,325,1,500,400,1,0.8266950442466249,FALSE,0.5529911390757544
15,618,2,440,1,325,1,500,440,1,0.8284280938041586,FALSE,0.5529946262390544
15,4,2,600,2,326,2,500,600,1,0.830143812866117,FALSE,0.5529980437851602
15,122,2,420,2,327,1,500,420,0,0.8218423747374559,FALSE,0.5530013931082682
15,499,2,580,2,328,2,500,580,1,0.8236239509900813,FALSE,0.553004675574481
15,295,2,480,2,331,1,500,480,0,0.8153877114801805,FALSE,0.5530078925223796
15,551,2,420,1,332,1,500,420,1,0.8172338343653787,FALSE,0.5530110452635847
15,236,2,440,1,333,1,500,440,1,0.8190614960217248,FALSE,0.5530141350833064
15,532,2,460,1,334,1,500,460,1,0.8208708810615076,FALSE,0.5530171632408818
15,94,2,400,1,335,1,500,400,1,0.8226621722508926,FALSE,0.5530201309703013
15,154,2,540,2,335,2,500,540,1,0.8244355505283836,FALSE,0.5530230394807254
15,524,2,420,2,335,1,500,420,0,0.8161911950230998,FALSE,0.5530258899569884
15,80,2,400,1,337,1,500,400,1,0.8180292830728688,FALSE,0.5530286835600942
15,624,2,440,1,338,1,500,440,1,0.8198489902421401,FALSE,0.5530314214276997
15,244,2,400,1,339,1,500,400,1,0.8216505003397186,FALSE,0.5530341046745894
15,341,2,560,2,340,2,500,560,1,0.8234339953363214,FALSE,0.5530367343931398
15,461,2,400,1,340,1,500,400,1,0.8251996553829583,FALSE,0.5530393116537743
15,484,2,460,1,340,1,500,460,1,0.8269476588291287,FALSE,0.5530418375054084
15,224,2,440,1,343,1,500,440,1,0.8286781822408374,FALSE,0.553044312975886
15,599,2,460,1,343,1,500,460,1,0.8303914004184291,FALSE,0.5530467390724064
15,57,2,580,2,344,2,500,580,1,0.8320874864142448,FALSE,0.5530491167819435
15,546,2,540,1,344,2,500,540,0,0.8237666115501023,FALSE,0.5530514470716542
15,383,2,600,2,345,2,500,600,1,0.8255289454346013,FALSE,0.5530537308892809
15,554,2,460,1,345,1,500,460,1,0.8272736559802553,FALSE,0.5530559691635438
15,487,2,420,1,347,1,500,420,1,0.8290009194204527,FALSE,0.5530581628045266
15,139,2,420,1,349,1,500,420,1,0.8307109102262482,FALSE,0.5530603127040524
15,220,2,460,1,349,1,500,460,1,0.8324038011239857,FALSE,0.5530624197360544
15,494,2,420,1,349,1,500,420,1,0.8340797631127459,FALSE,0.5530644847569365
15,626,2,540,2,349,2,500,540,1,0.8357389654816184,FALSE,0.5530665086059278
15,138,2,540,2,352,2,500,540,1,0.8373815758268023,FALSE,0.5530684921054303
15,402,2,580,2,352,2,500,580,1,0.8390077600685343,FALSE,0.5530704360613578
15,31,2,480,2,353,1,500,480,0,0.830617682467849,FALSE,0.5530723412634697
15,183,2,440,1,354,1,500,440,1,0.8323115056431705,FALSE,0.5530742084856966
15,598,2,440,1,355,1,500,440,1,0.8339883905867388,FALSE,0.5530760384864597
15,55,2,520,2,356,2,500,520,1,0.8356485066808714,FALSE,0.5530778320089844
15,173,2,440,1,356,1,500,440,1,0.8372920216140627,FALSE,0.553079589781606
15,189,2,500,2,356,3,500,500,0,NA,empty,NA
15,249,2,580,2,356,2,500,580,1,0.838919101397922,FALSE,0.5530830009178276
15,390,2,540,2,356,2,500,540,1,0.8405299103839428,FALSE,0.5530846556663211
15,246,2,400,1,358,1,500,400,1,0.8421246112801033,FALSE,0.5530862774352692
15,525,2,460,1,358,1,500,460,1,0.8437033651673023,FALSE,0.5530878668829411
15,47,2,580,2,359,2,500,580,1,0.8452663315156292,FALSE,0.5530894246544288
15,257,2,480,1,359,1,500,480,1,0.846813668200473,FALSE,0.5530909513819118
15,427,2,460,1,359,1,500,460,1,0.8483455315184683,FALSE,0.553092447684917
15,641,2,400,1,359,1,500,400,1,0.8498620762032836,FALSE,0.5530939141705739
15,424,2,460,1,360,1,500,460,1,0.8513634554412507,FALSE,0.5530953514338629
15,425,2,520,2,360,2,500,520,1,0.8528498208868381,FALSE,0.5530967600578612
15,144,2,460,1,364,1,500,460,1,0.8543213226779698,FALSE,0.5530981406139811
15,322,2,520,2,364,2,500,520,1,0.85577810945119,FALSE,0.5530994936622049
15,588,2,420,2,364,1,500,420,0,0.8472203283566782,FALSE,0.5531008197513146
15,3,2,500,2,366,3,500,500,0,NA,empty,NA
15,193,2,440,1,366,1,500,440,1,0.8487481250731114,FALSE,0.5531033931926655
15,324,2,420,1,366,1,500,420,1,0.8502606438223803,FALSE,0.5531046415884732
15,39,2,400,1,367,1,500,400,1,0.8517580373841566,FALSE,0.5531058651127275
15,376,2,440,1,368,1,500,440,1,0.853240457010315,FALSE,0.5531070642614966
15,88,2,520,2,370,2,500,520,1,0.8547080524402119,FALSE,0.553108239520932
15,586,2,400,1,372,1,500,400,1,0.8561609719158098,FALSE,0.5531093913674684
15,601,2,420,1,372,1,500,420,1,0.8575993621966517,FALSE,0.5531105202680185
15,627,2,480,2,372,1,500,480,0,0.8490233685746852,FALSE,0.5531116266801642
15,130,2,580,2,373,2,500,580,1,0.8505331348889383,FALSE,0.5531127110523435
15,447,2,400,1,374,1,500,400,1,0.8520278035400489,FALSE,0.5531137738240343
15,529,2,440,1,374,1,500,440,1,0.8535075255046485,FALSE,0.553114815425934
15,115,2,400,1,375,1,500,400,1,0.854972450249602,FALSE,0.5531158362801358
15,597,2,420,1,376,1,500,420,1,0.856422725747106,FALSE,0.553116836800301
15,36,2,420,1,377,1,500,420,1,0.8578584984896349,FALSE,0.5531178173918279
15,45,2,480,2,378,1,500,480,0,0.8492799135047385,FALSE,0.5531187784520182
15,221,2,520,1,378,2,500,520,0,0.8407871143696911,FALSE,0.5531197203702384
15,252,2,480,1,379,1,500,480,1,0.8423792432259942,FALSE,0.5531206435280795
15,248,2,560,2,380,2,500,560,1,0.8439554507937342,FALSE,0.5531215482995124
15,408,2,520,1,380,2,500,520,0,0.8355158962857969,FALSE,0.5531224350510409
15,594,2,480,2,380,1,500,480,0,0.8271607373229389,FALSE,0.5531233041418508
